"","Gene_name","Description","log2FC_type2-type1","q-value","sex"
"4987","ACTN2","Alpha-actinin-2",-0.227800332848865,7.72960638326189e-05,"male"
"4988","SEPTIN2","Septin-2",-0.227871834785857,0.00018680357651234,"male"
"4989","RMDN1","Regulator of microtubule dynamics protein 1",-0.228224623771457,0.0292222002254237,"male"
"4990","WARS1","Tryptophan--tRNA ligase, cytoplasmic",-0.229831847234061,0.0044321566824584,"male"
"4991","TPP1","Tripeptidyl-peptidase 1",-0.229979373636775,0.00664504065746477,"male"
"4992","PGD","6-phosphogluconate dehydrogenase, decarboxylating",-0.230593625421855,0.00102446858782842,"male"
"4993","PERM1","PGC-1 and ERR-induced regulator in muscle protein 1",-0.230860619031883,0.00403322916980367,"male"
"4994","VAC14","Protein VAC14 homolog",-0.231120183510404,0.022813743523598,"male"
"4995","KCTD12","BTB/POZ domain-containing protein KCTD12",-0.231447205885038,0.005676139689999,"male"
"4996","MRPL4","39S ribosomal protein L4, mitochondrial",-0.231941625805488,0.0109136116017776,"male"
"4997","NUCB2","Nucleobindin-2",-0.232512672883406,0.112988642542361,"male"
"4998","PSMB1","Proteasome subunit beta type-1",-0.233552101834393,0.00012064520377567,"male"
"4999","PTGR2","Prostaglandin reductase 2",-0.233794511511736,0.00117178982320848,"male"
"5000","SRSF3","Serine/arginine-rich splicing factor 3",-0.23395999428271,0.00411096195501859,"male"
"5001","HOMER2","Homer protein homolog 2",-0.234255219711908,0.0120431680291565,"male"
"5002","SCO1","Protein SCO1 homolog, mitochondrial",-0.234497532962532,0.00408015113531183,"male"
"5003","AP2B1","AP-2 complex subunit beta",-0.234693085823499,0.00094506354527059,"male"
"5004","AFG3L2","AFG3-like protein 2",-0.234810175464121,0.00010381169182083,"male"
"5005","CHP1","Calcineurin B homologous protein 1",-0.235360673617448,0.025708627967558,"male"
"5006","PCBD1","Pterin-4-alpha-carbinolamine dehydratase",-0.235707155121364,0.00084958781761571,"male"
"5007","MB","Myoglobin",-0.23572282870564,0.00034088641399923,"male"
"5008","METAP1D","Methionine aminopeptidase 1D, mitochondrial",-0.236207707338936,0.0260863930690203,"male"
"5009","UGGT1","UDP-glucose:glycoprotein glucosyltransferase 1",-0.236316057999149,0.00021994555300797,"male"
"5010","TIMM23","Mitochondrial import inner membrane translocase subunit Tim23",-0.236927661813418,0.163158394122189,"male"
"5011","NT5C","5'(3')-deoxyribonucleotidase, cytosolic type",-0.237102018374356,0.00932258168645367,"male"
"5012","MRPS18B","28S ribosomal protein S18b, mitochondrial",-0.237263575965185,0.0457715959645225,"male"
"5013","AGFG1","Arf-GAP domain and FG repeat-containing protein 1",-0.237459123867733,0.0581784847107788,"male"
"5014","TAGLN","Transgelin",-0.238085244636322,0.0572953000415033,"male"
"5015","PPM1A","Protein phosphatase 1A",-0.238788768157892,0.00013241981629282,"male"
"5016","NUDT9","ADP-ribose pyrophosphatase, mitochondrial",-0.239609623161117,0.00056922091495031,"male"
"5017","FN3KRP","Ketosamine-3-kinase",-0.240465826584881,0.0481231056524198,"male"
"5018","DNM1L","Dynamin-1-like protein",-0.240764224929329,4.68546023114556e-05,"male"
"5019","HSPD1","60 kDa heat shock protein, mitochondrial",-0.241275424355678,0.00010007468673768,"male"
"5020","GSR","Glutathione reductase, mitochondrial",-0.242821299836995,0.00040447590510715,"male"
"5021","TIMM50","Mitochondrial import inner membrane translocase subunit TIM50",-0.242983930415619,5.96536270825928e-05,"male"
"5022","KRT16","Keratin, type I cytoskeletal 16",-0.243584958668116,0.254979003789801,"male"
"5023","YWHAQ","14-3-3 protein theta",-0.244897769325732,0.00105214026832893,"male"
"5024","HBG2","Hemoglobin subunit gamma-2",-0.245165887222342,0.284233805996018,"male"
"5025","THEM6","Protein THEM6",-0.245176481300788,0.00044772497852771,"male"
"5026","RNF170","E3 ubiquitin-protein ligase RNF170",-0.245269129128042,0.0235174708628844,"male"
"5027","FLNA","Filamin-A",-0.245567421164417,0.00206357128229324,"male"
"5028","RRAS2","Ras-related protein R-Ras2",-0.245729600174023,0.0160734658650039,"male"
"5029","ATAD1","Outer mitochondrial transmembrane helix translocase",-0.245789085273021,0.00195082363478295,"male"
"5030","CDC42","Cell division control protein 42 homolog",-0.245831216943916,0.00022159084308402,"male"
"5031","SAA1","Serum amyloid A-1 protein",-0.246101039303179,0.24442703287961,"male"
"5032","HSPH1","Heat shock protein 105 kDa",-0.246272852401079,0.030183373808003,"male"
"5033","SET","Protein SET",-0.2467304044517,0.0670657498192335,"male"
"5034","DAP3","28S ribosomal protein S29, mitochondrial",-0.246952662850552,0.019101529450874,"male"
"5035","PDHB","Pyruvate dehydrogenase E1 component subunit beta, mitochondrial",-0.2471468001354,0.00042558070437257,"male"
"5036","NOMO3","Nodal modulator 3",-0.247495517141067,0.057513479524713,"male"
"5037","GCDH","Glutaryl-CoA dehydrogenase, mitochondrial",-0.247540653185135,0.0089417605650381,"male"
"5038","COQ6","Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial",-0.248027301122619,0.00024987661783385,"male"
"5039","CBR4","3-oxoacyl-[acyl-carrier-protein] reductase",-0.248635503501236,0.00653814471672838,"male"
"5040","SPTBN1","Spectrin beta chain, non-erythrocytic 1",-0.24888050505194,0.00057647741007136,"male"
"5041","TBRG4","FAST kinase domain-containing protein 4",-0.249606148662894,0.0156603875456693,"male"
"5042","COX7C","Cytochrome c oxidase subunit 7C, mitochondrial",-0.252062095369812,0.0613007742689483,"male"
"5043","BTF3L4","Transcription factor BTF3 homolog 4",-0.252471008668834,0.0104150705330289,"male"
"5044","EPHX2","Bifunctional epoxide hydrolase 2",-0.253031097627902,0.0309576094498744,"male"
"5045","RGN","Regucalcin",-0.254233263927599,0.0870498566471173,"male"
"5046","DST","Dystonin",-0.25436918620513,0.0318926492110798,"male"
"5047","SPRYD4","SPRY domain-containing protein 4",-0.255289819989281,0.00969428615497507,"male"
"5048","GPHN","Gephyrin",-0.255361917451667,0.00108703327157362,"male"
"5049","ARPC4","Actin-related protein 2/3 complex subunit 4",-0.255430101726704,0.0504498148353628,"male"
"5050","SMARCC2","SWI/SNF complex subunit SMARCC2",-0.25573000051236,0.0407667094165093,"male"
"5051","DLD","Dihydrolipoyl dehydrogenase, mitochondrial",-0.255829602205072,0.0003268222548792,"male"
"5052","MEAK7","MTOR-associated protein MEAK7",-0.255988312103847,0.0376023810626287,"male"
"5053","ITGAV","Integrin alpha-V",-0.256641828139804,0.0161246478894858,"male"
"5054","TPD52L1","Tumor protein D53",-0.257385143574082,0.0509378902814615,"male"
"5055","BPHL","Valacyclovir hydrolase",-0.257427281421881,0.00386251415534557,"male"
"5056","PDHA1","Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial",-0.257633525538473,1.49525119380293e-05,"male"
"5057","PYURF","Protein preY, mitochondrial",-0.258225348328809,0.0353597894319327,"male"
"5058","RAB24","Ras-related protein Rab-24",-0.258442599540446,0.0234951325489572,"male"
"5059","CLNS1A","Methylosome subunit pICln",-0.258686148922253,0.0110048287989288,"male"
"5060","ACSF3","Malonate--CoA ligase ACSF3, mitochondrial",-0.260556196347766,0.0527040166660676,"male"
"5061","LYRM4","LYR motif-containing protein 4",-0.261022324908998,0.0251351505982074,"male"
"5062","TOMM70","Mitochondrial import receptor subunit TOM70",-0.261092076754919,0.00035622101867532,"male"
"5063","TLN1","Talin-1",-0.261564194580188,0.00015718187713356,"male"
"5064","PLIN3","Perilipin-3",-0.261667451207181,0.0005432781421372,"male"
"5065","THY1","Thy-1 membrane glycoprotein",-0.261733355612622,0.0852103188089293,"male"
"5066","PCBD2","Pterin-4-alpha-carbinolamine dehydratase 2",-0.261987367222922,5.72945567345366e-06,"male"
"5067","CPTP","Ceramide-1-phosphate transfer protein",-0.262110168577017,0.00381325212106749,"male"
"5068","PTPA","Serine/threonine-protein phosphatase 2A activator",-0.262190807828347,0.00068894604235989,"male"
"5069","CAVIN1","Caveolae-associated protein 1",-0.262395353061855,0.00176521142781723,"male"
"5070","SCP2","Sterol carrier protein 2",-0.263485813748213,0.00263771000792514,"male"
"5071","PGLS","6-phosphogluconolactonase",-0.264066332827221,6.67425487473575e-05,"male"
"5072","IFITM3","Interferon-induced transmembrane protein 3",-0.26410633658884,0.0518176571477772,"male"
"5073","RABGAP1","Rab GTPase-activating protein 1",-0.264696098145121,0.0744768083507683,"male"
"5074","ACO1","Cytoplasmic aconitate hydratase",-0.265967215557961,4.55391659271072e-05,"male"
"5075","DHRS4","Dehydrogenase/reductase SDR family member 4",-0.2662640478834,0.00653658348190888,"male"
"5076","GFM1","Elongation factor G, mitochondrial",-0.266347254939181,0.00075744426501238,"male"
"5077","FGGY","FGGY carbohydrate kinase domain-containing protein",-0.266664017977142,0.0640410160499202,"male"
"5078","VAT1","Synaptic vesicle membrane protein VAT-1 homolog",-0.266736632713757,0.0274343292516478,"male"
"5079","PEBP1","Phosphatidylethanolamine-binding protein 1",-0.267218833704913,7.99602725715819e-05,"male"
"5080","ANKRD1","Ankyrin repeat domain-containing protein 1",-0.268396162669124,0.274095158981888,"male"
"5081","VAMP3","Vesicle-associated membrane protein 3",-0.268827277561583,0.00078599915073908,"male"
"5082","NT5C3A","Cytosolic 5'-nucleotidase 3A",-0.269471239839959,0.0007396696842919,"male"
"5083","BCAT2","Branched-chain-amino-acid aminotransferase, mitochondrial",-0.270003506286347,0.00039271911135786,"male"
"5084","ATP5F1D","ATP synthase subunit delta, mitochondrial",-0.270926559737882,0.00365738180334793,"male"
"5085","PAICS","Bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase",-0.271566167704217,0.00113965862500876,"male"
"5086","PLEC","Plectin",-0.272908540273654,0.00076310681956819,"male"
"5087","PANK4","4'-phosphopantetheine phosphatase",-0.27311168858947,6.49628585580451e-06,"male"
"5088","TXLNB","Beta-taxilin",-0.273128259465187,3.85479413633883e-05,"male"
"5089","BAX","Apoptosis regulator BAX",-0.274084850325695,0.00031470271636829,"male"
"5090","SLIRP","SRA stem-loop-interacting RNA-binding protein, mitochondrial",-0.27444113904575,0.00153333261243773,"male"
"5091","TIMM21","Mitochondrial import inner membrane translocase subunit Tim21",-0.275460732305058,0.0023996510629832,"male"
"5092","SNX9","Sorting nexin-9",-0.275746063699829,0.00336804459599187,"male"
"5093","ITGA6","Integrin alpha-6",-0.275946479741664,0.0699847850460368,"male"
"5094","CBX1","Chromobox protein homolog 1",-0.276054525209872,0.00656280713460042,"male"
"5095","CAV1","Caveolin-1",-0.277105423891545,0.0033296021745271,"male"
"5096","HSD17B12","Very-long-chain 3-oxoacyl-CoA reductase",-0.277246701660662,0.00050543458025573,"male"
"5097","NIPSNAP2","Protein NipSnap homolog 2",-0.277292784284061,3.66492844519045e-05,"male"
"5098","PREB","Prolactin regulatory element-binding protein",-0.277866592572622,0.00078062258142996,"male"
"5099","BPNT1","3'(2'),5'-bisphosphate nucleotidase 1",-0.278210443718326,0.00021102136536005,"male"
"5100","ACTN1","Alpha-actinin-1",-0.279100409000723,0.00060579802823286,"male"
"5101","S100A1","Protein S100-A1",-0.279779872844227,0.00100237849630524,"male"
"5102","AGPS","Alkyldihydroxyacetonephosphate synthase, peroxisomal",-0.280027149548397,0.00522597606917415,"male"
"5103","MYH9","Myosin-9",-0.280521676593683,0.00029251742889588,"male"
"5104","UAP1L1","UDP-N-acetylhexosamine pyrophosphorylase-like protein 1",-0.280998244811922,0.028241138856433,"male"
"5105","TMX4","Thioredoxin-related transmembrane protein 4",-0.281665260439096,0.00211904050506978,"male"
"5106","FAM98A","Protein FAM98A",-0.281681851607857,0.072912750843987,"male"
"5107","GPX1","Glutathione peroxidase 1",-0.281902324173622,0.00011627433385448,"male"
"5108","ECHDC3","Enoyl-CoA hydratase domain-containing protein 3, mitochondrial",-0.283105619808453,0.0359678649451666,"male"
"5109","G3BP2","Ras GTPase-activating protein-binding protein 2",-0.283852295854189,5.0030067484512e-05,"male"
"5110","NPLOC4","Nuclear protein localization protein 4 homolog",-0.284042198561474,0.0006705700175579,"male"
"5111","HOMER3","Homer protein homolog 3",-0.284455734101059,0.0464439029860851,"male"
"5112","MOGS","Mannosyl-oligosaccharide glucosidase",-0.284625637431077,0.00259757792345175,"male"
"5113","HYI","Putative hydroxypyruvate isomerase",-0.285209551997134,0.00295478205266655,"male"
"5114","ATP6V1A","V-type proton ATPase catalytic subunit A",-0.285310986107048,2.05424229742368e-05,"male"
"5115","COQ3","Ubiquinone biosynthesis O-methyltransferase, mitochondrial",-0.285838200920807,0.0002558567739059,"male"
"5116","IMPACT","Protein IMPACT",-0.286405499973103,0.0525172261334232,"male"
"5117","DYNLT3","Dynein light chain Tctex-type 3",-0.286463017701752,0.0407647227156998,"male"
"5118","KRT5","Keratin, type II cytoskeletal 5",-0.286889187480863,0.196940455697006,"male"
"5119","AKR7A2","Aflatoxin B1 aldehyde reductase member 2",-0.286920969475693,4.53613552547239e-06,"male"
"5120","ACAD8","Isobutyryl-CoA dehydrogenase, mitochondrial",-0.287059423413631,0.00036389006622084,"male"
"5121","PGM3","Phosphoacetylglucosamine mutase",-0.287690366335486,0.0122734284677975,"male"
"5122","XPNPEP1","Xaa-Pro aminopeptidase 1",-0.288258644061163,9.92915567208527e-06,"male"
"5123","FAM136A","Protein FAM136A",-0.288584704607965,0.00082565153124959,"male"
"5124","STYXL2","Serine/threonine/tyrosine-interacting-like protein 2",-0.289223737675199,0.00808586336031587,"male"
"5125","UFC1","Ubiquitin-fold modifier-conjugating enzyme 1",-0.290017030020445,0.0227403794757875,"male"
"5126","ANXA2","Annexin A2",-0.291119587753409,0.00093482175626666,"male"
"5127","CNP","2',3'-cyclic-nucleotide 3'-phosphodiesterase",-0.291213402159698,0.00616411669996129,"male"
"5128","LAMA4","Laminin subunit alpha-4",-0.291267055010936,0.00335447244566709,"male"
"5129","PSMA4","Proteasome subunit alpha type-4",-0.291395802589262,0.00313765304255438,"male"
"5130","CHCHD3","MICOS complex subunit MIC19",-0.291918221246915,3.58070903488252e-05,"male"
"5131","GIT2","ARF GTPase-activating protein GIT2",-0.291937457579262,0.0110622973958801,"male"
"5132","MYO1C","Unconventional myosin-Ic",-0.292148071442815,0.00025467844104153,"male"
"5133","TUBB2A","Tubulin beta-2A chain",-0.292544829761884,0.0400146874555031,"male"
"5134","MTX1","Metaxin-1",-0.292616539426177,6.27392250363299e-05,"male"
"5135","DSP","Desmoplakin",-0.292718185665912,0.159284937890224,"male"
"5136","GGCT","Gamma-glutamylcyclotransferase",-0.293505956661122,0.00828945074576122,"male"
"5137","AP1G1","AP-1 complex subunit gamma-1",-0.294107282463177,0.0955709208814882,"male"
"5138","HNRNPF","Heterogeneous nuclear ribonucleoprotein F",-0.295356309235688,0.0007528927871306,"male"
"5139","VASP","Vasodilator-stimulated phosphoprotein",-0.295451766099452,0.0098427471908226,"male"
"5140","YTHDF3","YTH domain-containing family protein 3",-0.295735305551432,0.00333870419413046,"male"
"5141","EIF3I","Eukaryotic translation initiation factor 3 subunit I",-0.296497114077432,0.00013966847165667,"male"
"5142","TTR","Transthyretin",-0.296500687310632,0.0209074009828758,"male"
"5143","ITGA8","Integrin alpha-8",-0.296634646070164,0.227093797590452,"male"
"5144","PSMA3","Proteasome subunit alpha type-3",-0.296916015459567,1.07857164154875e-05,"male"
"5145","OPLAH","5-oxoprolinase",-0.297206427015894,3.25653290142943e-05,"male"
"5146","UQCRFS1","Cytochrome b-c1 complex subunit Rieske, mitochondrial",-0.297542450801284,5.05331723461885e-05,"male"
"5147","MRPL37","39S ribosomal protein L37, mitochondrial",-0.297697525621549,0.00197623831084905,"male"
"5148","NDUFS8","NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial",-0.297762773723829,0.00011089214061855,"male"
"5149","DMAC1","Distal membrane-arm assembly complex protein 1",-0.298563445773221,0.0172929352059759,"male"
"5150","RAB1B","Ras-related protein Rab-1B",-0.298820421908072,2.07616844393429e-05,"male"
"5151","FASTKD2","FAST kinase domain-containing protein 2, mitochondrial",-0.299876099869504,0.00027199345160889,"male"
"5152","PDCD6","Programmed cell death protein 6",-0.299879240942156,0.00040641036006286,"male"
"5153","TMED2","Transmembrane emp24 domain-containing protein 2",-0.299884669797921,0.0469463467818663,"male"
"5154","ITGB1BP2","Integrin beta-1-binding protein 2",-0.30038170383374,0.00142161808273097,"male"
"5155","ARHGDIB","Rho GDP-dissociation inhibitor 2",-0.300608308740674,0.00362213625734241,"male"
"5156","MT-CO3","Cytochrome c oxidase subunit 3",-0.301445138196375,0.00308357583712794,"male"
"5157","BCO2","Carotenoid-cleaving dioxygenase, mitochondrial",-0.301466059658434,0.052147796465412,"male"
"5158","MRI1","Methylthioribose-1-phosphate isomerase",-0.302408199069324,0.00747772625847282,"male"
"5159","SERPIND1","Heparin cofactor 2",-0.302778198365882,0.0412112838005588,"male"
"5160","JAGN1","Protein jagunal homolog 1",-0.302987957998313,0.0360484338125997,"male"
"5161","CA4","Carbonic anhydrase 4",-0.304100654486614,0.0409992023056541,"male"
"5162","NDUFA12","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12",-0.304644236184835,0.00693663267682738,"male"
"5163","LGALS3","Galectin-3",-0.304976936743206,0.0172929352059759,"male"
"5164","EIF3B","Eukaryotic translation initiation factor 3 subunit B",-0.305270361309841,0.00012510140120755,"male"
"5165","PHYHD1","Phytanoyl-CoA dioxygenase domain-containing protein 1",-0.305336091713032,0.0687027788316563,"male"
"5166","RAB21","Ras-related protein Rab-21",-0.305412877600837,3.01410984473831e-05,"male"
"5167","SNTB2","Beta-2-syntrophin",-0.305836141331996,0.0257631387809899,"male"
"5168","NDUFA5","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5",-0.305901238373432,0.0002957909498645,"male"
"5169","TMX3","Protein disulfide-isomerase TMX3",-0.306058933346913,4.42464247845521e-05,"male"
"5170","UQCR10","Cytochrome b-c1 complex subunit 9",-0.306350181644806,0.00554079919402883,"male"
"5171","MRPS28","28S ribosomal protein S28, mitochondrial",-0.307262721669915,0.0006051927411401,"male"
"5172","CKAP4","Cytoskeleton-associated protein 4",-0.309239848893359,0.0265222056108329,"male"
"5173","GUF1","Translation factor GUF1, mitochondrial",-0.310076041971179,0.00639376259439477,"male"
"5174","DPYSL2","Dihydropyrimidinase-related protein 2",-0.310102193126175,0.00050356876765547,"male"
"5175","SEC23A","Protein transport protein Sec23A",-0.310292787213465,0.00209790653909899,"male"
"5176","ANXA1","Annexin A1",-0.310420959468999,0.0246623834751221,"male"
"5177","FUS","RNA-binding protein FUS",-0.311227964233764,0.0211170752504635,"male"
"5178","TRMT10C","tRNA methyltransferase 10 homolog C",-0.311832695538723,4.29379201073294e-05,"male"
"5179","TPM4","Tropomyosin alpha-4 chain",-0.312234268634864,0.00318454873321494,"male"
"5180","ARPC3","Actin-related protein 2/3 complex subunit 3",-0.312637761337145,7.7079574226237e-05,"male"
"5181","MTAP","S-methyl-5'-thioadenosine phosphorylase",-0.312853021147221,0.00167090681505964,"male"
"5182","GATD1","Glutamine amidotransferase-like class 1 domain-containing protein 1",-0.31372372646473,0.00169545501518523,"male"
"5183","ME1","NADP-dependent malic enzyme",-0.314411220300929,6.94244749526204e-06,"male"
"5184","NDUFS7","NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial",-0.314876835243409,0.00034648983603585,"male"
"5185","LRPPRC","Leucine-rich PPR motif-containing protein, mitochondrial",-0.314995268394828,2.17553899939617e-06,"male"
"5186","NDUFB1","NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1",-0.315229408591382,0.00134557092330819,"male"
"5187","PTRHD1","Putative peptidyl-tRNA hydrolase PTRHD1",-0.315498283320645,9.96310423157446e-05,"male"
"5188","HPR","Haptoglobin-related protein",-0.31571294152292,0.0628564285269281,"male"
"5189","IRGQ","Immunity-related GTPase family Q protein",-0.31590442364155,0.0320800000552243,"male"
"5190","LYRM7","Complex III assembly factor LYRM7",-0.315963611660974,0.0019837811770276,"male"
"5191","ARHGEF6","Rho guanine nucleotide exchange factor 6",-0.316481667318202,0.0433587906558146,"male"
"5192","ENDOD1","Endonuclease domain-containing 1 protein",-0.318119120726335,3.72866016563062e-05,"male"
"5193","CYB5A","Cytochrome b5",-0.318675004813,0.00023197356973302,"male"
"5194","C11orf54","Ester hydrolase C11orf54",-0.319533346147917,0.00059009408035447,"male"
"5195","RHOG","Rho-related GTP-binding protein RhoG",-0.320897775816649,0.00145372719358257,"male"
"5196","AP2A1","AP-2 complex subunit alpha-1",-0.320994700574531,0.00058275041620979,"male"
"5197","RBKS","Ribokinase",-0.321247072149022,0.00200197692984769,"male"
"5198","LGALSL","Galectin-related protein",-0.321687434044556,0.00060546379229636,"male"
"5199","PPP1R1A","Protein phosphatase 1 regulatory subunit 1A",-0.322018978957905,0.0031707822529645,"male"
"5200","FH","Fumarate hydratase, mitochondrial",-0.322441499465269,1.29259187220285e-05,"male"
"5201","PDK1","[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1, mitochondrial",-0.323106353422769,0.0382673081747691,"male"
"5202","MRPS27","28S ribosomal protein S27, mitochondrial",-0.323719536494012,0.00171007293979324,"male"
"5203","PDF","Peptide deformylase, mitochondrial",-0.323776118127988,0.0256584985398442,"male"
"5204","NHLRC2","NHL repeat-containing protein 2",-0.324510339980673,7.23987707828186e-06,"male"
"5205","ARMT1","Damage-control phosphatase ARMT1",-0.324663892127354,0.00030490823608325,"male"
"5206","MRPL15","39S ribosomal protein L15, mitochondrial",-0.324868737221813,0.0197430242580929,"male"
"5207","BABAM1","BRISC and BRCA1-A complex member 1",-0.324966885621508,0.0163570299309892,"male"
"5208","MPST","3-mercaptopyruvate sulfurtransferase",-0.325328066167588,0.00146177504858588,"male"
"5209","MYBPC1","Myosin-binding protein C, slow-type",-0.326050287507442,1.43926948278588e-05,"male"
"5210","PPP6C","Serine/threonine-protein phosphatase 6 catalytic subunit",-0.326167600219827,0.0130564948163827,"male"
"5211","CRYAB","Alpha-crystallin B chain",-0.326633117061121,2.04538715018249e-05,"male"
"5212","GNB1","Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1",-0.326818567707445,0.00015079394275544,"male"
"5213","DHRS7C","Dehydrogenase/reductase SDR family member 7C",-0.328847573541028,0.00420607546589628,"male"
"5214","HERC4","Probable E3 ubiquitin-protein ligase HERC4",-0.328954168115265,0.00061567499491179,"male"
"5215","NOL3","Nucleolar protein 3",-0.329359957205297,1.01714663716209e-05,"male"
"5216","TAGLN2","Transgelin-2",-0.329899299635674,0.00059011049858726,"male"
"5217","PRDX3","Thioredoxin-dependent peroxide reductase, mitochondrial",-0.33009739689486,1.69466965173211e-05,"male"
"5218","HLA-DRA","HLA class II histocompatibility antigen, DR alpha chain",-0.330325202166515,0.0185075810856169,"male"
"5219","FIS1","Mitochondrial fission 1 protein",-0.330656463795759,0.00143957504140163,"male"
"5220","POLDIP2","Polymerase delta-interacting protein 2",-0.33075720443196,9.61541569172761e-05,"male"
"5221","PRKAA1","5'-AMP-activated protein kinase catalytic subunit alpha-1",-0.330792055791447,0.00181931775623363,"male"
"5222","NDUFV3","NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial",-0.330923936082362,0.0507756325277316,"male"
"5223","CS","Citrate synthase, mitochondrial",-0.3310451969704,7.23440215729126e-05,"male"
"5224","IL18","Interleukin-18",-0.331372009002271,0.0268956614721439,"male"
"5225","MRPS7","28S ribosomal protein S7, mitochondrial",-0.331480627527906,0.00134521994428606,"male"
"5226","HLA-DRB5","HLA class II histocompatibility antigen, DR beta 5 chain",-0.331500351711771,0.0634280891548595,"male"
"5227","IARS2","Isoleucine--tRNA ligase, mitochondrial",-0.33185630388601,1.74760893038215e-06,"male"
"5228","POR","NADPH--cytochrome P450 reductase",-0.33381366235465,0.02281827510603,"male"
"5229","COQ7","5-demethoxyubiquinone hydroxylase, mitochondrial",-0.333875640105292,4.40211484209977e-07,"male"
"5230","DBI","Acyl-CoA-binding protein",-0.335163740612856,0.00094515210608716,"male"
"5231","LMNB1","Lamin-B1",-0.335850976409297,0.16110838089572,"male"
"5232","MECR","Enoyl-[acyl-carrier-protein] reductase, mitochondrial",-0.336174091044519,4.49500231147121e-05,"male"
"5233","MUL1","Mitochondrial ubiquitin ligase activator of NFKB 1",-0.336681284736207,0.131233336680035,"male"
"5234","NFU1","NFU1 iron-sulfur cluster scaffold homolog, mitochondrial",-0.337056082891907,0.00104258926683844,"male"
"5235","RBX1","E3 ubiquitin-protein ligase RBX1",-0.337493524390915,0.00062401847414498,"male"
"5236","CYGB","Cytoglobin",-0.337858913365942,0.00105260275446504,"male"
"5237","EHD4","EH domain-containing protein 4",-0.337996269831541,0.00100237849630524,"male"
"5238","GSTO1","Glutathione S-transferase omega-1",-0.338237164703639,0.00039545335003053,"male"
"5239","GAPVD1","GTPase-activating protein and VPS9 domain-containing protein 1",-0.338865348994512,0.0952860833849571,"male"
"5240","MRPS23","28S ribosomal protein S23, mitochondrial",-0.339132796001646,0.00017425389328454,"male"
"5241","ATP5PO","ATP synthase subunit O, mitochondrial",-0.3400602684784,0.00093482175626666,"male"
"5242","CSK","Tyrosine-protein kinase CSK",-0.340364823099833,0.049216039471014,"male"
"5243","GHITM","Growth hormone-inducible transmembrane protein",-0.340647771444631,0.0177264682345364,"male"
"5244","NTMT1","N-terminal Xaa-Pro-Lys N-methyltransferase 1",-0.340895330933826,4.75129770661193e-05,"male"
"5245","HDDC2","5'-deoxynucleotidase HDDC2",-0.341811423538569,0.00120794074116463,"male"
"5246","CISD1","CDGSH iron-sulfur domain-containing protein 1",-0.342323830144355,0.00013100338606386,"male"
"5247","PTGR3","Prostaglandin reductase 3",-0.342897566847673,0.0792238793194679,"male"
"5248","LYPLAL1","Lysophospholipase-like protein 1",-0.343180102467574,2.34791466001023e-05,"male"
"5249","MGST3","Microsomal glutathione S-transferase 3",-0.34339229661539,0.0003861356593381,"male"
"5250","TMEM14C","Transmembrane protein 14C",-0.34377249927031,0.00240183136366749,"male"
"5251","NDUFS5","NADH dehydrogenase [ubiquinone] iron-sulfur protein 5",-0.343814938375925,0.00028837846869388,"male"
"5252","FKBP5","Peptidyl-prolyl cis-trans isomerase FKBP5",-0.344104571864682,0.00251343416219776,"male"
"5253","TUBB2B","Tubulin beta-2B chain",-0.344468468480594,0.0001913228235852,"male"
"5254","NLRX1","NLR family member X1",-0.345407062815793,2.70873653403528e-06,"male"
"5255","TOMM20","Mitochondrial import receptor subunit TOM20 homolog",-0.346059664885658,0.0139322028951001,"male"
"5256","IGFBP7","Insulin-like growth factor-binding protein 7",-0.346738486452024,0.0217114857842861,"male"
"5257","TXNDC9","Thioredoxin domain-containing protein 9",-0.3469307547924,0.0211098934504928,"male"
"5258","TIMM17A","Mitochondrial import inner membrane translocase subunit Tim17-A",-0.347217805239113,0.0211170752504635,"male"
"5259","TUBA1B","Tubulin alpha-1B chain",-0.347566514838441,0.0106594569076978,"male"
"5260","DPP3","Dipeptidyl peptidase 3",-0.347665778092711,9.28487393659712e-05,"male"
"5261","AKAP2","A-kinase anchor protein 2",-0.348907671162909,0.0454652585719877,"male"
"5262","TATDN3","Putative deoxyribonuclease TATDN3",-0.349075043000779,0.00925405189220292,"male"
"5263","HECTD1","E3 ubiquitin-protein ligase HECTD1",-0.349139429150332,0.00050226478441379,"male"
"5264","SDHC","Succinate dehydrogenase cytochrome b560 subunit, mitochondrial",-0.349887725643624,0.0150421957082248,"male"
"5265","PFN2","Profilin-2",-0.350856603280736,0.00245254772391016,"male"
"5266","PCNA","Proliferating cell nuclear antigen",-0.353168628823076,0.0524004273023716,"male"
